,index,propertyCode,thumbnail,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,distance,description,hasVideo,status,newDevelopment,priceByArea,detailedType,suggestedTexts,hasPlan,has3DTour,has360,hasStaging,highlight,topNewDevelopment,superTopHighlight,externalReference,floor,exterior,district,neighborhood,hasLift,parkingSpace,labels,newDevelopmentFinished
1659,9,102609040,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/04/a2/68/1163692529.jpg,31,599000.0,flat,sale,160.0,4,2,Calle Viloria de La Rioja,Madrid,Madrid,es,40.5039242,-3.6683595,False,https://www.idealista.com/inmueble/102609040/,4488,"MUNDHOGAR CONSULTING vende este magnífico piso situado en el residencial barrio de Las Tablas. Tiene 160 metros cuadrados, y 110 útiles, distribuidos en 4 habitaciones y 2 baños, amplio salón - comedor con preciosa cocina americana, y unas zonas comunes espectaculares para disfrutar del tiempo libre. Está reformado y amueblado e incluye dos plazas de garaje, que están situadas junto a la puerta de acceso al edificio para que sea aún más cómodo. Es una vivienda muy luminosa, con aire acondicionado, ventanas climalit, ascensor, trastero, piscina, gimnasio, pista de pádel, cuarto para bicicletas, vigilancia 24 horas, zonas ajardinadas, zona infantil, sala para eventos y todo tipo de comodidades en la urbanización. Tan solo son dos pisos por cada planta. Además, el barrio de las Tablas cuenta con todo tipo de servicios para hacer tu vida mucho más fácil. Estamos seguros de que es tu lugar en el mundo, ¡ven a verlo, te va a encantar! Mundhogar Consulting. Te ayudamos a construir tu mundo.",False,good,False,3744.0,{'typology': 'flat'},"{'subtitle': 'Las Tablas, Madrid', 'title': 'Piso en Calle Viloria de La Rioja'}",False,False,False,False,{'groupDescription': 'Destacado'},False,False,Viloriadelarioja160mts,3,True,Fuencarral,Las Tablas,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,
1660,10,102060120,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/72/01/d4/1160730199.jpg,21,176000.0,flat,sale,100.0,3,1,Calle Pelícano,Madrid,Madrid,es,40.385669,-3.7267397,False,https://www.idealista.com/inmueble/102060120/,9562,"EXCELENTE PISO EXTERIOR A LA C/ PELÍCANO para actualizar de 100 metros cuadrados, según catastro, en una primera planta de un edificio muy tranquilo y con pocos vecinos. Consta de tres dormitorios, salón, cocina, baño completo y una pequeña terraza/balconada a la calle Pelícano que, al ser de doble dirección y con aceras amplias, es muy luminosa, como cualquier calle principal. Tu salón tendrá luz siempre y unas vistas agradables. La puerta de entrada es blindada, los suelos son de gres, ventanas de climalit y armarios empotrados, así como una alacena/despensa y una zona de lavadero (corredor al que se accede desde la cocina). Cuenta con aire acondicionado en toda la casa. Venga a verlo sin compromiso. Posibilidad de Servicios Financieros consulte condiciones y honorarios de tramitación financiera e inmobiliaria. Se encuentra ubicado en una zona muy comercial, junto al Camino Viejo de Leganés y a diez minutos de la boca de metro de Opañel/Oporto. Cerca del intercambiador de Plaza Elíptica y quince del centro de Madrid. Gimnasios, colegios, centro médico, etc. Centros comerciales de influencia: Madrid Río 2, Vista Alegre e Islazul.  AVISO LEGAL: Informamos a nuestros clientes que la información expuesta no constituye una oferta vinculante ni contractual. Este es un anuncio publicitario, provisional, y cuyas fotografías y datos en él incluidos podrían estar sujetos a posibles modificaciones y rectificaciones por cuestiones comerciales, jurídicas, técnicas y confidencialidad de las peticiones de la propiedad. La información aquí contenida intenta reflejar una orientación sobre el estado de los inmuebles a la fecha de su publicación, si bien no incluyen muebles ni electrodomésticos ni otros aperos. El contenido que aparece tiene carácter meramente informativo y aproximado, no teniendo, en modo alguno, carácter contractual. Tanto los datos, como las imágenes y planos pueden estar sujetos a cambios y/o errores, por lo que le invitamos a que, si precisa una información más exacta y detallada, contacte con nosotros en nuestra sede social. Los contenidos tienen únicamente finalidad informativa y bajo ninguna circunstancia deben usarse ni considerarse como oferta de venta, arrendamiento ni herramienta para la financiación solicitud de una oferta de compra, etc. La información y documentación a ofrecer de acuerdo con lo dispuesto en el Real Decreto 515/1989 (de 21 de abril, relativa a la protección de los consumidores en cuanto a la información a suministrar en la compraventa y arrendamiento de viviendas), será puesta a disposición de los potenciales compradores en nuestra sede de la calle pelícano nº 21 de Madrid. Si desea presentar una negociación a la propiedad, deberá consultar los honorarios que cobra el agente en virtud del tipo de negociación que se pretenda contratar.",False,good,False,1760.0,{'typology': 'flat'},"{'subtitle': 'Abrantes, Madrid', 'title': 'Piso en Calle Pelícano'}",False,False,False,False,{'groupDescription': 'Destacado'},False,False,,1,True,Carabanchel,Abrantes,False,,,
1661,11,102132405,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1d/77/2c/1145356485.jpg,32,370000.0,penthouse,sale,61.0,2,1,Calle del Valle del Silencio,Madrid,Madrid,es,40.47057,-3.7151944,False,https://www.idealista.com/inmueble/102132405/,2265,"Este encantador ático de 2 habitaciones ofrece una experiencia de vida única en Madrid. Ubicado en un entorno tranquilo y con todas las comodidades, este hogar es ideal para aquellos que buscan un espacio luminoso y amplio. Características Destacadas: 1. Amplitud y Luminosidad: Con dos amplias habitaciones, una cocina independiente y un salón comedor con acceso directo a una soleada terraza de 12 metros cuadrados orientada al sur, este ático irradia luminosidad y amplitud en cada rincón. 2. Baño Moderno: El baño, equipado con una ducha elegante, añade un toque contemporáneo al espacio. 3. Suministros Eficientes: Los suministros de agua caliente y calefacción funcionan de manera independiente a través de gas natural, garantizando eficiencia y confort durante todo el año. 4. Comodidades del Edificio: Disfruta de una vida de comodidades con acceso a una piscina refrescante, zonas verdes y un parque infantil dentro del edificio. Además, tienes la opción de adquirir o alquilar una plaza de garaje en el mismo edificio. (NO INCLUIDA EN EL PRECIO) 5. Trastero Adicional: La propiedad incluye un práctico trastero, proporcionando espacio adicional para almacenamiento. 6. Excelente Comunicación: La ubicación ofrece una excelente conectividad, con una estación de metro a solo 5 minutos de distancia (línea 7), varias líneas de autobús y un acceso directo a la M30. Si estás buscando un ático luminoso, amplio y con una terraza soleada, esta es una oportunidad que no puedes dejar pasar. Vive con estilo y comodidad en este exclusivo ático en Madrid. No dudes en contactarnos para obtener más información o para programar una visita. ¡Tu nuevo hogar te espera! Descubre más en nuestra web.",False,good,False,6066.0,"{'typology': 'flat', 'subTypology': 'penthouse'}","{'subtitle': 'Valdezarza, Madrid', 'title': 'Ático en Calle del Valle del Silencio'}",False,False,False,False,{'groupDescription': 'Destacado'},False,False,5613,5,True,Moncloa,Valdezarza,True,,,
1662,12,102485785,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/9c/e5/bd/1157206188.jpg,18,209000.0,flat,sale,41.0,1,1,Calle de Tarragona,Madrid,Madrid,es,40.4024641,-3.6981141,False,https://www.idealista.com/inmueble/102485785/,7184,"Encantador piso en Arganzuela Housfy la agencia inmobiliaria con las mejores condiciones hipotecarias. Se vende piso en Arganzuela, Madrid, perfecto para familias o parejas que busquen un lugar cómodo para su día a día. Este fabuloso piso fue construido en el año 1925. Detalles del inmueble: - Maravilloso piso de 41 m2 en Palos de Moguer. (Los metros cuadrados están verificados con la Dirección General de Catastro) - En este piso encontraremos 1 habitación y 1 baño. - Confortable salón-comedor amplio y luminoso. - Armario empotrado. - Puerta de entrada de seguridad blindada. - Aire acondicionado y calefacción para todas las estaciones del año. - Exterior. - Balcón. - Cocina tipo americana Sobre la ubicación, si escoges este barrio para vivir tendrás todos los servicios esenciales que necesitarás para tu nueva vida. A escasos metros encontramos: centros educativos, centros de salud, parques, equipamientos deportivos y supermercados, farmacias, entre otros. ” No lo dudes más y contacta con nosotros para agendar una visita, conseguiremos la vivienda de tus sueños. Sobre nosotros: Housfy es una plataforma tecnológica que ofrece al propietario/a todos los servicios necesarios para que pueda vender la propiedad por su cuenta. Para más información, visítenos en housfy. com. AICAT número: 7922.",False,good,False,5098.0,{'typology': 'flat'},"{'subtitle': 'Palos de Moguer, Madrid', 'title': 'Piso en Calle de Tarragona'}",False,False,False,False,{'groupDescription': 'Destacado'},False,False,717908,2,True,Arganzuela,Palos de Moguer,False,,,
1663,13,102570193,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a8/11/fe/1159926807.jpg,20,119900.0,flat,sale,55.0,2,1,Calle Julián del Cerro,Madrid,Madrid,es,40.4053366,-3.6603369,False,https://www.idealista.com/inmueble/102570193/,7238,"Fabuloso piso en Puente de Vallecas Housfy la agencia inmobiliaria con las mejores condiciones hipotecarias. Se vende piso sin ascensor en Puente de Vallecas, Madrid, una vivienda luminosa y ubicada en un entorno idóneo para disfrutarlo. Detalles del inmueble: - Estupendo piso de 55 m2 en Numancia. (Los metros cuadrados están verificados con la Dirección General de Catastro) - 2 habitaciones amplias. - 1 baño completo - Salón/comedor muy luminoso - Cocina equipada en perfecto estado - Exterior. - Aire acondicionado. - Terraza. Se realizó un proyecto de ascensor, con lo que existe viabilidad para equiparlo.  Sobre la ubicación, si escoges este barrio para vivir tendrás todos los servicios esenciales que necesitarás para tu nueva vida. A escasos metros encontramos: centros educativos, centros de salud, parques, equipamientos deportivos y supermercados, farmacias, entre otros. No lo dudes más y contacta con nosotros para agendar una visita, conseguiremos la vivienda de tus sueños. Sobre nosotros: Housfy es una plataforma tecnológica que ofrece al propietario/a todos los servicios necesarios para que pueda vender la propiedad por su cuenta. Para más información, visítenos en housfy. com. AICAT número: 7922.",False,good,False,2180.0,{'typology': 'flat'},"{'subtitle': 'Numancia, Madrid', 'title': 'Piso en Calle Julián del Cerro'}",False,False,False,False,{'groupDescription': 'Destacado'},False,False,721843,5,True,Puente de Vallecas,Numancia,False,,,
1664,14,102744867,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/25/1a/f8/1165804161.jpg,19,218000.0,flat,sale,85.0,2,2,garabay,Madrid,Torrejón de Ardoz,es,40.4422622,-3.4630048,False,https://www.idealista.com/inmueble/102744867/,19304,"BONITA VIVIENDA EN URBANIZACIÓN VIGILADA, LA VIVIENDA TIENE UNA ESTUPENDA UBICACIÓN Y COMUNICACIÓNES. DISPONE DE 2 DORMITORIOS CON ARMARIOS EMPOTRADOS, 2 BAÑOS COMPLETOS, SALÓN MUY LUMINOSO, COCINA AMUEBLADA CON SALIDA AL TENDEDERO, GARAJE Y TRASTERO INCLUIDOS EN EL PRECIO. LA FINCA DISPONE DE ASCENSOR, VIGILANCIA, PISCINA Y ZONAS COMUNES. Calefacción gas natural, aire acondicionado, puertas de roble, ventanas de climalit. La vivienda se encuentra en una zona consolidada cerca de todos los servicios de primera necesidad, colegios, bancos, supermercados. Muy próximo al Parque Europa. Torrejón de Ardoz es un municipio que está dentro del Corredor del Henares, que se encuentra a 20 km de la capital (Madrid), muy bien comunicado directamente con la A-2, la autovía de circunvalación M-50 y M-45 y la carretera M-206 hacia Loeches y Ajalvir. Con excelentes comunicaciones a través de autobuses interurbanos con Madrid, Alcalá de Henares y pueblos de alrededor. También dispone de dos estaciones de tren cercanías-Renfe, parada Torrejón de Ardoz y parada Soto del Henares. Contacte con nosotros sin compromiso y solicite una visita o cualquier tipo de información sobre éste o cualquiera de nuestros inmuebles y servicios.",False,good,False,2565.0,{'typology': 'flat'},"{'subtitle': 'Sureste, Torrejón de Ardoz', 'title': 'Piso en garabay'}",False,False,False,False,{'groupDescription': 'Destacado'},False,False,v1207,3,True,Sureste,,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,
1665,15,102094467,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/7a/96/d2/1144037397.jpg,23,1035000.0,flat,sale,105.0,2,2,Calle de María de Molina,Madrid,Madrid,es,40.4377907,-3.6828336,False,https://www.idealista.com/inmueble/102094467/,3255,"Exclusiva vivienda en una zona privilegiada, como es el barrio de Salamanca. Barrio a su vez, con todos los servicios y medios al alcance, restaurantes, así como las mejores boutique de la ciudad.  El barrio se ha convertido en una de las zonas comerciales, mas importantes de la ciudad y uno de los barrios de mayor nivel de vida de Europa con la mayor zona de compras de lujo de Madrid en torno a las calles Serrano, Claudio Coello y Ortega y Gasset. La vivienda se distribuye en un amplio y luminoso salón-cocina, consta de un baño, una habitación con armarios empotrados y habitación principal con baño en suite. Tiene aire acondicionado en todas las estancias y calefacción central.  Vivienda completamente reformada y lista para entrar.  ¿ Te imaginas vivir aquí?  No dude en contactarnos y poder coordinar una visita.",False,good,False,9857.0,{'typology': 'flat'},"{'subtitle': 'Castellana, Madrid', 'title': 'Piso en Calle de María de Molina'}",False,False,False,False,{'groupDescription': 'Destacado'},False,False,,4,True,Barrio de Salamanca,Castellana,True,,,
1666,16,102848271,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/08/90/b2/1169529065.jpg,47,439999.0,flat,sale,115.0,2,2,barrio Europolis,Madrid,Las Rozas de Madrid,es,40.5044008,-3.8939828,False,https://www.idealista.com/inmueble/102848271/,17842,"•Redpiso Las Rozas vende en exclusiva este magnífico piso de 115 m2 construidos, 80 m2 útiles, en la prestigiosa zona de Europolis. Este elegante piso, situado en la tercera planta y accesible mediante ascensor, cuenta con un recibidor de acceso que conectan el amplio salón y dos accesos a la espaciosa cocina. La distribución de la vivienda es en una planta: Hall recibidor con armario empotrado. Amplio salón - comedor, que se ilumina a través de un ventanal y se conecta a una terraza con vistas a la piscina y las zonas verdes. Cocina completamente equipada, cuenta con salida a un tendedero cubierto. Dormitorio principal, con su armario empotrado, muy iluminado, ofrece un espacio cómodo y funcional. Cuenta con salida a la terraza. El segundo dormitorio también cuenta con armario empotrado. Dos baños completos, uno con plato de ducha y otro con bañera (uno de ellos en suite). Incluye un trastero y 1 plaza de garaje. Ventanas con doble cristal, también dispone de aire acondicionado.   Esta urbanización privada ofrece una piscina y hermosas zonas verdes, creando un ambiente tranquilo y relajado. Además, se encuentra en una zona residencial con excelente conectividad de transporte público. Esta vivienda es una oportunidad única que combina espacio y comodidad en un entorno exclusivo.",False,good,False,3826.0,{'typology': 'flat'},"{'subtitle': 'Europolis, Las Rozas de Madrid', 'title': 'Piso'}",False,False,False,False,{'groupDescription': 'Destacado'},False,False,RP1442023119560,3,False,Europolis,Europolis,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,
1667,17,102372104,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b5/e5/32/1153497425.jpg,33,155900.0,flat,sale,122.0,2,2,Calle Valle de Boi,Madrid,Aranjuez,es,40.0661159,-3.6011618,False,https://www.idealista.com/inmueble/102372104/,45158,"Arankey Servicios Inmobiliarios Vende: ""Arankey pone a su servicio este magnifico piso. Estamos encantados de presentar esta maravillosa oportunidad de compra en la zona de La Montaña en Aranjuez, específicamente en la Calle Vall de Boi. Esta espaciosa vivienda ofrece un ambiente cómodo y moderno, ideal para aquellos que buscan un hogar en un entorno tranquilo y natural. Características de la vivienda: La vivienda se distribuye en dos amplios dormitorios, lo que brinda espacio suficiente para una familia o para aquellos que deseen disponer de una habitación extra para invitados o como espacio de trabajo. La cocina está completamente amueblada y equipada, lo que facilita la preparación de deliciosas comidas y la organización de la despensa. La única excepción es que la lavadora no está incluida en la venta. El salón comedor, con una generosa área de 25 metros cuadrados, ofrece un espacio acogedor y versátil para relajarse, compartir momentos con la familia y recibir a amigos. La vivienda cuenta con un baño completo equipado con una bañera, perfecto para disfrutar de un baño relajante después de un largo día, y además, dispone de un aseo adicional para mayor comodidad. Las ventanas de Climalit aseguran una excelente eficiencia energética y aíslan de forma eficaz tanto el frío como el ruido exterior, lo que garantiza un ambiente confortable en todas las estaciones. La calefacción de gas natural proporciona un sistema de calefacción eficiente y económico para mantener una temperatura agradable durante el invierno. La vivienda se vende junto con una espaciosa plaza de garaje y un trastero, lo que facilita el almacenamiento de objetos personales y proporciona comodidad para el estacionamiento de su vehículo. La urbanización en la que se encuentra la vivienda ofrece zonas comunes, lo que permite a los residentes disfrutar de espacios compartidos al aire libre. La ubicación de la vivienda es privilegiada, ya que se encuentra en una zona tranquila y rodeada de naturaleza. Además, la proximidad a colegios y escuelas infantiles (a solo 5 minutos) es ideal para familias con niños. Esta propiedad cuenta con excelentes calidades y se presenta como una oportunidad única para adquirir una vivienda en una zona atractiva y de alta calidad de vida en Aranjuez. No dude en ponerse en contacto con nosotros para obtener más información o para programar una visita. ¡Estamos disponibles para ayudarle en su proceso de compra!  No dudes en visitarlo en Arankey trabajamos para ofrecer a nuestros clientes los mejores inmuebles, con equipos especializados en cada zona para proporcionarles la mejor opción a su necesidad, con todas las excelencias y cuidado al máximo de los detalles "" ¡ NO DUDE EN INFORMARSE SIN COMPROMISO!",True,good,False,1278.0,{'typology': 'flat'},"{'subtitle': 'La Montaña-El Cortijo, Aranjuez', 'title': 'Piso en Calle Valle de Boi'}",False,False,False,False,{'groupDescription': 'Destacado'},False,False,OFIVENT 446,3,True,La Montaña-El Cortijo,,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,
1668,18,102750131,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/51/3f/26/1165982557.jpg,52,1750000.0,chalet,sale,670.0,5,5,Las Lomas,Madrid,Boadilla del Monte,es,40.4370456,-3.9085574,False,https://www.idealista.com/inmueble/102750131/,18875,"VOhome Propiedades ofrece señorial chalet independiente en la urbanización Las Lomas, Boadilla del Monte.  La vivienda tiene una superficie construida de 670 m2 sobre parcela de 3.000 m2, distribuida en tres plantas con excelentes materiales y calidades de primera, como interiores en mármol, madera maciza y exteriores en granito. La planta principal cuenta con un espacioso hall recibido, gran salón comedor muy luminoso con persianas eléctricas y salida al jardín. Excelente cocina office con salida a jardín, dormitorio con armarios empotrados y un baño completo con ducha.  En la primera planta nos encontramos con la zona de descanso compuesta por 3 dormitorios, uno de ellos con vestidor y baño en suite.  Un baño completo que da servicio a los otros dos dormitorios.  En la última planta actualmente disponemos de un gran despacho y baño independiente con plazo de ducha. Posibilidad de ampliación de esta planta. La planta sótano destaca por su gran sala diáfana con cine y barra de bar para maravillosas fiestas, gimnasio, sauna (A instalar) sala de estudio, baño completo y cuarto de lavandería con salida a garaje.  Consolidada y cuidada parcela de césped natural rodeando a piscina con porche cenador y huerto.  Calefacción de gasoil y aire acondicionado por conducto.",False,good,False,2612.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Las Lomas, Boadilla del Monte', 'title': 'Casa independiente'}",False,False,False,False,{'groupDescription': 'Destacado'},False,False,IDE3220928,,,Las Lomas,,,,,
1669,19,102672226,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0f/cf/6d/1163346595.jpg,39,179900.0,flat,sale,80.0,3,1,Paseo LONDRES,Madrid,Fuenlabrada,es,40.2900426,-3.8100758,False,https://www.idealista.com/inmueble/102672226/,22162,"FANTASTICO PISO TOTALMENTE REFORMADO, NO PIERDA ESTA GRAN OPORTUNIDAD! Grupo Tizona Fuenlabrada, pone a la venta este maravilloso piso, en una de las zonas mas demandadas de Fuenlabrada, a escasos metros del Metro Parque Europa y Renfe de Fuenlabrada Central. Rodeado de todos los servicios, colegios, tiendas, supermercados, autobuses, centro comercial Plaza de la Estación, parques, centros de salud y todas las comodidades para hacer nuestra vida mas fácil. Si describimos esta espectacular vivienda, podríamos destacar varias cosas: Armarios empotrados. Aire acondicionado. Ventanas Climalit. Suelos de tarima.  Paredes lisas. Si lo que buscas es un inmueble en el cual solo tengas que coger tus cosas y venirte a vivir, esta es tu casa, llámanos sin compromiso. Soy Marina, estaré encantada de atenderles y poder organizar una visita.  Financiación hasta el 100%  Honorarios de intermediación incluidos en el precio.  "" TU SUEÑO EN BUENAS MANOS "".",False,good,False,2249.0,{'typology': 'flat'},"{'subtitle': 'Fuenlabrada II - El Molino, Fuenlabrada', 'title': 'Piso en Paseo Londres'}",False,False,False,False,{'groupDescription': 'Destacado'},False,False,F.M.LONDRES,7,True,Fuenlabrada II - El Molino,,True,,,
1670,20,102469375,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/25/37/1a/1173911154.jpg,16,166000.0,flat,sale,90.0,2,2,"Calle del Doctor J González Villasante, 25",Madrid,Navacerrada,es,40.7289027,-4.017469,True,https://www.idealista.com/inmueble/102469375/,40242,"NAVACASA VENDE. - OPORTUNIDAD INVERSORES! Estupendo PISO de 80 m2, en perfecto estado de conservación. 2 dormitorios dobles (antes 3) y 2 baños. El piso se encuentra en una Urbanización céntrica, con PISCINA comunitaria y zonas verdes. Vistas despejadas. Orientación Sur. Muy luminoso. Está en 2º planta y cuenta con amplia cocina reformada y totalmente equipada, espacioso salón comedor con CHIMENEA y TERRAZA acristalada, para disfrutar todo el año, 2 dormitorios dobles con a/emp y 2 baños con bañera. Gas canalizado, parquet, carpinteria exterior nueva de PVC blanco doble acristalamiento y puerta de entrada ACORAZADA. Aislamiento extra en paredes. ACTUALMENTE SE ENCUENTRA ALQUILADO CON UNA RENTA DE 800€/MES.",False,good,False,1844.0,{'typology': 'flat'},"{'subtitle': 'Navacerrada', 'title': 'Piso en Calle del Doctor j González Villasante, 25'}",False,False,False,False,{'groupDescription': 'Destacado'},False,False,V941,2,True,,,False,,,
1671,21,102153556,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b7/49/b6/1146065894.jpg,19,100000.0,flat,sale,61.0,2,1,Yeles,Toledo,Yeles,es,40.1199718,-3.8029583,False,https://www.idealista.com/inmueble/102153556/,39747,"SIN COMISIONES AL COMPRADOR TE AYUDAMOS A CONSEGUIR TU FINANCIACIÓN SIN COSTES AÑADIDOS Acasa10 gestiona la venta de este piso ubicado en una primera planta CON ASCENSOR en el centro de Yeles en una calle peatonal. Construido en año 2008, tiene 61m2 y dispone de 2 habitaciones, 1 baño, salón y cocina.  Las estancias se distribuyen en salón independiente, cocina amueblada y con algunos electrodomésticos. Los dos dormitorios amplios y exteriores con armarios empotrados y el baño completo con bañera. La vivienda además dispone de calefacción y aire acondicionado por conductos, suelo d gres, puertas de roble, la principal maciza, ventanas de aluminio climalit, el edificio tiene paneles solares tanto para toda la luz del edifico como también para un depósito de agua común de la comunidad de agua caliente. ¡Llámanos y te informamos! Tlf. :  Acasa10 siempre junto a ti Encuentra más en.",False,good,False,1639.0,{'typology': 'flat'},"{'subtitle': 'Yeles', 'title': 'Piso'}",False,False,False,False,{'groupDescription': 'Destacado'},False,False,V2360,1,True,,,True,,,
1672,22,102555382,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/cc/1c/97/1159554019.jpg,64,207000.0,flat,sale,98.0,2,2,Paseo del Río Guadarrama,Madrid,Collado Villalba,es,40.6286123,-4.0034043,False,https://www.idealista.com/inmueble/102555382/,32096,"OPORTUNIDAD! LUMINOSO Y CÉNTRICO PISO REFORMADO de 96m2 en una sola planta, CON ASCENSOR, en Collado Villalba. Con una inmejorable localización, la vivienda está situada a menos de 100 metros de la estación de Renfe, Central de Autobuses, Edificio de la Policía y Calle Real. Ubicada en primera planta y orientada al Sudeste, la vivienda dispone de 2 amplios dormitorios, 1 baño + 1 aseo, gran cocina amueblada con electrodomésticos y salida a tendedero, amplio salón comedor de 25m2 y amplios armarios en todas las estancias. Calefacción de gas natural. Aire acondicionado. Trastero interior de 8m3 de capacidad).  Toldo eléctrico. Puerta blindada. Amplios armarios empotrados a medida. Video portero. Tendedero plegable. Carpintería exterior de Pvc, paredes con gotelé fino de pintura plástica, suelos de parquet.  El piso se entrega vacío y sin amueblar, aunque hay Posibilidad de entregar amueblado. La comunidad dispone de piscina comunitaria.  Plaza de garaje opcional en el edificio tanto en venta como en alquiler. GASTOS DE LA VIVIENDA: - COMUNIDAD de 40€ mensuales. - IBI de 519€ anuales. - Tasa de basuras de 34€ anuales. - SE COBRARÁ UNA COMISIÓN INMOBILIARIA DEL 1,5% +IVA, A LA PARTE COMPRADORA.",True,good,False,2112.0,{'typology': 'flat'},"{'subtitle': 'Villalba Estación, Collado Villalba', 'title': 'Piso en Paseo del Río Guadarrama'}",False,False,False,False,{'groupDescription': 'Destacado'},False,False,PV-296,1,True,Villalba Estación,,True,,,
1673,23,102437112,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b1/89/e9/1155650172.jpg,11,166000.0,flat,sale,62.0,2,1,Calle de Miranda de Arga,Madrid,Madrid,es,40.4763433,-3.65052,False,https://www.idealista.com/inmueble/102437112/,3418,"¡SIN COMISIONES DE AGENCIA! INMOLINE, y whatsapp Magnifico piso con terraza de diez metros cuadrados y una superficie de sesenta y dos metros cuadrados, dos dormitorios, un baño completo. Cocina individual. Suelos de gres. Calefacción por acumuladores de tarifa nocturna. Armarios empotrados. Zona bien comunicada cercana a metro, supermercados y demás servicios.  Somos una empresa de mediación inmobiliaria, con una amplia y eficaz experiencia en el sector. Estamos especializados en Alquiler y Venta de inmuebles en Madrid capital y en su provincia.",True,good,False,2677.0,{'typology': 'flat'},"{'subtitle': 'Pinar del Rey, Madrid', 'title': 'Piso en Calle de Miranda de Arga'}",True,False,False,False,{'groupDescription': 'Destacado'},False,False,1037,3,True,Hortaleza,Pinar del Rey,,,,
1674,24,102498538,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8e/df/45/1157641730.jpg,17,175000.0,flat,sale,70.0,3,1,Calle Gaira,Madrid,Madrid,es,40.4763981,-3.6348952,False,https://www.idealista.com/inmueble/102498538/,4693,"Vivienda Madrid Hortaleza vende piso en zona Pinar del Rey,  barrio de San Lorenzo. La vivienda cuenta con una superficie de 70m2 distribuidos amplio y luminoso salón, tres habitaciones con armarios empotrados, cocina y baño con plato de ducha, ventanas de aluminio, calefacción individual de gas natural, puertas de sapely, suelo de parquet. Dispone de amplio  trastero en la misma finca. Excelente ubicación a escasos metros de la L-4 (San lorenzo) y varias líneas de autobuses, acceso a M-40, M-11, A-1 muy cerca del recinto ferial Juan Carlos I, centro comercial Gran Vía de Hortaleza, cerca del Palacio de Hielo.    .",False,good,False,2500.0,{'typology': 'flat'},"{'subtitle': 'Pinar del Rey, Madrid', 'title': 'Piso en Calle Gaira'}",False,False,False,False,{'groupDescription': 'Destacado'},False,False,VMF20 - Gaira,3,True,Hortaleza,Pinar del Rey,False,,,
