,level_0,index,propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,distance,description,hasVideo,status,newDevelopment,hasLift,priceByArea,detailedType,suggestedTexts,hasPlan,has3DTour,has360,hasStaging,topNewDevelopment,topPlus,parkingSpace,highlight,labels,newDevelopmentFinished
20,20,20,103214836,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/cb/24/53/1182129244.jpg,EMI SALVADOR DES19,20,2,169000.0,flat,sale,82.0,True,3,1,barrio Descubridores-Escritores,Madrid,Leganés,Centro,es,Descubridores-Escritores,40.3268179,-3.7677847,False,https://www.idealista.com/inmueble/103214836/,357,"HOGARES Leganés con oficina en PLAZA DEL SALVADOR 4 VENDE: Vivienda ubicada en barrio DESCUBRIDORES-ESCRITORES de Leganés, cuenta con todos los servicios a su alrededor, centro de salud, hospital severo Ochoa, autobuses todas las líneas, zonas de ocio, hostelería etc. La vivienda esta distribuida en hall de entrada, cocina, salón, tres dormitorios y un baño completo con bañera. Financiación hasta el 100% con departamento financiero propio (FINANHOGAR) HOGARES, UN NUEVO CONCEPTO DE INMOBILIARIA.",True,good,False,False,2061.0,{'typology': 'flat'},"{'subtitle': 'Descubridores-Escritores, Leganés', 'title': 'Piso'}",False,False,False,False,False,False,,{'groupDescription': 'Destacado'},,
21,21,21,102799383,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f9/30/b1/1171627933.jpg,SAN NICASIO B,18,3,134900.0,flat,sale,66.0,True,2,1,Rio Manzanares,Madrid,Leganés,San Nicasio - Campo de Tiro - Solagua,es,San Nicasio,40.3316227,-3.7692534,False,https://www.idealista.com/inmueble/102799383/,364,"Hogares Leganés San Nicasio en Plaza el Salvador 4 vende: Tercera planta REFORMADA de 64m2 ubicada en barrio de san nicasio, distribuida en salón comedor, cocina americana, dos dormitorios y baño. Fachada recien hecha. Situado a 3 minutos de renfe leganés central y a 5 minutos de metro san nicasio, cuenta con todos los servicios a su alrededor, centro de salud, c. C plaza nueva, autobuses todas las líneas, zonas de ocio, hostelería etc. Financiacion hasta el 100% con nuestro departamento financiero finanhogar Para mas consultas, no duden en llamar y concertar una cita para visitarlo sin compromiso.",True,good,False,False,2044.0,{'typology': 'flat'},"{'subtitle': 'San Nicasio, Leganés', 'title': 'Piso en Rio Manzanares'}",True,False,False,False,False,False,,{'groupDescription': 'Destacado'},,
22,22,22,91376533,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/64/5c/0a/813132009.jpg,240102-09,20,3,129900.0,flat,sale,64.0,True,3,1,RIO JARAMA,Madrid,Leganés,San Nicasio - Campo de Tiro - Solagua,es,San Nicasio,40.3319502,-3.7718541,False,https://www.idealista.com/inmueble/91376533/,365,"""CASAS Y MAS VENDE ESTUPENDO PISO, INVERSIÓN CON INQUILINO, TERCERA PLANTA SIN ASCENSOR, EN LEGANÉS"" CASAS Y MAS comercializa esta vivienda EN RENTABILIDAD, en Leganés, San Nicasio, zona ESTACION LEGANÉS CENTRAL/RIOS. Este amplio piso de 3 dormitorios, baño, salón y cocina independientes, con terraza, es una oportunidad única como INVERSIÓN, los actuales inquilino paga una renta de 700 euros/mes.  PISO EN VENTA situado en la CL. RIO JARAMA. Para entrar a vivir. El inmueble es una tercera planta, amueblada, totalmente exterior y sin ascensor. Se distribuye en entrada, salón independiente y con acceso a amplia terraza, cocina reformada y completamente amueblada con todos los electrodomésticos, con office y también con acceso a la terraza, cuarto de baño reformado y con plato de ducha, 2 dormitorios individuales y uno doble. Amplia terraza con acceso desde el salón-comedor y desde la cocina. La vivienda dispone de calefacción por Split (frio/calor). Zona tranquila y muy bien comunicada con todo tipo de servicios, supermercados, colegios, peluquerías, mercados, bares, guarderías, etc. ). Muy bien ubicada, con todos los servicios de autobuses y de tren de cercanías (LINEA C5), Leganés Central y Metro Sur. A 5 minutos andando de La Universidad de Leganés, Carlos III, del centro de Leganés y muy próximo al Hospital de Leganés. Para más información y concertar visitas, contacta con Begoña al 663_06_65_70.  Gastos e impuestos de la compraventa NO INCLUÍDOS EN EL PRECIO PUBLICADO, (Notaría, ITP, Registro, Gestoría). Este anuncio no es vinculante y puede contener errores. Se muestra a título informativo y no es contractual.",False,good,False,False,2030.0,{'typology': 'flat'},"{'subtitle': 'San Nicasio, Leganés', 'title': 'Piso en Rio Jarama'}",True,False,False,False,False,False,,,,
23,23,23,103001456,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/73/11/e6/1174684695.jpg,RP1312023120114,12,1,135900.0,flat,sale,67.0,True,3,1,barrio San Nicasio,Madrid,Leganés,San Nicasio - Campo de Tiro - Solagua,es,San Nicasio,40.3316329,-3.7731761,False,https://www.idealista.com/inmueble/103001456/,366,"Vivienda de tres dormitorios, baño, cocina y salón con salida a terraza acristalada. Se encuentra en una excelente zona rodeada de todo tipo de servicios y muy bien comunicada. Orientación sur. Puede concertar una cita sin ningún tipo de compromiso y visitar éste u otro de los inmuebles de nuestra cartera. Además, si necesita hipoteca, nuestro departamento financiero le busca las mejores condiciones.",False,good,False,False,2028.0,{'typology': 'flat'},"{'subtitle': 'San Nicasio, Leganés', 'title': 'Piso'}",False,False,False,False,False,False,,{'groupDescription': 'Destacado'},,
24,24,24,103265907,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a8/7a/1e/1183813955.jpg,FER CENTRO,7,,324900.0,chalet,sale,126.0,,8,4,Calle Jeromín,Madrid,Leganés,Centro,es,Casco Antiguo,40.330273,-3.7673169,False,https://www.idealista.com/inmueble/103265907/,372,"HOGARES LEGANES CENTRO  VENDE gran oportunidad para inversores! Esta finca se encuentra en la zona céntrica de Leganés, con zonas de ocio, comercios, parques infantiles, colegios, restauración, etc.. . para mas información sobre la finca y proyecto de construcción, no dudéis en poneros en contacto con nosotros. Posibilidad de construcción de 3 plantas. Financiación hasta el 100% con departamento financiero propio (FINANHOGAR).",True,renew,False,,2579.0,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}","{'subtitle': 'Casco Antiguo, Leganés', 'title': 'Chalet adosado en Calle Jeromín'}",False,False,False,False,False,False,,{'groupDescription': 'Destacado'},,
25,25,0,101583325,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1a/02/17/1126977301.jpg,,9,1,168000.0,penthouse,sale,50.0,True,1,1,Avenida vicente Aleixandre,Madrid,Leganés,Centro,es,Casco Antiguo,40.3287385,-3.7667914,False,https://www.idealista.com/inmueble/101583325/,373,"Magnifico estudio recién reformado y amueblado A ESTRENAR! Ubicado en Metro Leganés central, a 500m de la Universidad Carlos III y 50m de la estación de Renfe de Leganés. Próxima a comercios, zona universitaria ayuntamiento. Rodeado de todo tipo de servicios, comercios y zonas de ocio.  La vivienda consta de salón, acceso a amplísima terraza completamente cuadrada, cama de matrimonio y cocina integrada totalmente a estrenar, equipada con lavadora y nevera. Un cuarto de baño completo con plato de ducha. Pintura lisa. Calefacción individual y agua caliente. La finca dispone de ascensor y vídeo vigilancia.",False,good,False,True,3360.0,"{'typology': 'flat', 'subTypology': 'penthouse'}","{'subtitle': 'Casco Antiguo, Leganés', 'title': 'Ático en Avenida vicente Aleixandre'}",False,False,False,False,False,False,,,,
26,26,1,103326973,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4e/33/04/1185902220.jpg,SA92259,31,2,295000.0,flat,sale,129.0,True,3,2,Calle Peru,Madrid,Leganés,Centro,es,Batallas,40.3312108,-3.7681784,False,https://www.idealista.com/inmueble/103326973/,378,"Gilmar Madrid Río vende vivienda de 3 dormitorios en urbanización privada en Leganés. El inmueble cuenta con una superficie aproximada construida de 129 m2, los cuales se distribuyen en un hall de entrada, salón-comedor con chimenea (muy luminoso por su gran ventanal) y con puerta acristalada hacia una terraza acogedora con vistas a la zona ajardinada, cocina independiente, amueblada y con acceso a una terraza/tendedero cubierta, tres dormitorios (el principal en suite) con armarios empotrados y dos cuartos de baño completos. Dispone de plaza de garaje y trastero. Destacamos: puerta blindada, suelos en gres, armarios empotrados y vestidos, calefacción independiente de gas natural. La urbanización disfruta de una piscina de adultos y otra infantil, cancha de baloncesto y zona ajardinada. Gastos de comunidad 120€. Situada en zona muy bien comunicada y con todos los servicios básicos; a 12 minutos andando de la estación de metro sur san Nicasio (línea 12), con diferentes líneas de bus (N802) y con fácil acceso por carretera y principales vías como M-40, A-5, R-5, M-45, A-42. En Gilmar trabajamos para ofrecer a nuestros clientes los mejores inmuebles desde hace 40 años. Cubrimos todas las necesidades inmobiliarias: viviendas, oficinas, locales comerciales, solares, fincas rústicas, terrenos para construir... Disponemos de más de 35 equipos especializados en distintas zonas al servicio de más de 200.000 Clientes nacionales e internacionales, que cuentan con asesoramiento necesario para garantizar su seguridad, eficacia jurídica y la mejor rentabilidad financiero-fiscal. Visita nuestra web y encontrarás 4.000 oportunidades más.",False,good,False,True,2287.0,{'typology': 'flat'},"{'subtitle': 'Batallas, Leganés', 'title': 'Piso en Calle Peru'}",True,False,False,False,False,False,,{'groupDescription': 'Destacado'},,
27,27,2,103063395,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/15/48/b5/1176809340.jpg,,28,bj,225000.0,flat,sale,120.0,True,3,1,Calle ARAGON,Madrid,Leganés,San Nicasio - Campo de Tiro - Solagua,es,San Nicasio,40.3312219,-3.7742913,False,https://www.idealista.com/inmueble/103063395/,383,"Agencia inmobiliaria de LEGANÉS zona ESTACION LEGANES CENTRAL - VIRGENES - PROVINCIAS- SAN NICASIO Oficina Tecnocasa: EN VENTA: Casa baja con cochera. PLANTA BAJA + TRES + BAJO CUBIERTA. POSIBILIDAD DE PLANTA TRASTERO. La casa dispone de 3 dormitorios, salón, cocina, baño, patio y pasillo extenso. Ideal para inversión. El terreno está distribuido en 113 metros cuadrados situado haciendo esquina entre 2 calles en el barrio de San Nicasio. La zona de Las Provincias de San Nicasio tiene un entorno dotado de una gran variedad de comercios como supermercados, tiendas de barrio, Gasolinera, un gran parque como el de Los Hortelanos. El Centro de Leganés está a 5 minutos andando. La Universidad de Leganés, Carlos III, está a 10 minutos andado del piso. Muy bien comunicado, junto al metro de San Nicasio, a 5 minutos, y a unos 8 minutos de la estación de Renfe/metro de Leganés central, con diferentes líneas de autobús: 480, 484, 485 y 486 desde Leganés Central, 4 97 desde Av. de Fuenlabrada y desde calle del cobre línea 482.",False,renew,False,False,1875.0,{'typology': 'flat'},"{'subtitle': 'San Nicasio, Leganés', 'title': 'Piso en Calle Aragon'}",False,False,False,False,False,False,,{'groupDescription': 'Destacado'},,
28,28,3,102475891,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3e/d3/8b/1156914412.jpg,,13,2,153425.0,flat,sale,110.0,False,1,1,Calle San Nicasio s/n,Madrid,Leganés,Centro,es,Casco Antiguo,40.3306304,-3.7673992,True,https://www.idealista.com/inmueble/102475891/,387,,False,good,False,True,1395.0,{'typology': 'flat'},"{'subtitle': 'Casco Antiguo, Leganés', 'title': 'Piso en Calle San Nicasio s/n'}",True,False,False,False,False,False,,,,
29,29,4,103512238,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f7/11/d1/1191824034.jpg,,31,4,249900.0,flat,sale,100.0,True,3,2,barrio San Nicasio,Madrid,Leganés,San Nicasio - Campo de Tiro - Solagua,es,San Nicasio,40.3318704,-3.7692347,False,https://www.idealista.com/inmueble/103512238/,389,"Agencia inmobiliaria de LEGANÉS, Oficina Tecnocasa VENDE: Piso en urbanización cerrada, Cuarta planta de 3 dormitorios, situada en San Nicasio, Leganés. Vivienda compuesta por entrada, salón, cocina, pasillo, 2 baños con bañera y ducha, tendedero y 1 terraza. Aire acondicionado en salón y dormitorios. Calefacción de gas natural individual. Reformada en el año 2003 menos 1 baño Doble acristalamiento en todo el piso, suelo de parquet y acceso puerta de servicio, ascensor, trastero y plaza de garaje Comunidad económica y tranquila, Zonas verdes y parking en superficie. Entorno tranquilo y zonas infantiles A menos de 500m de la estación de METRO Leganés central también hay líneas de autobuses L-1, 432, 450, 480, 484. Muy bien comunicado.",True,good,False,True,2499.0,{'typology': 'flat'},"{'subtitle': 'San Nicasio, Leganés', 'title': 'Piso'}",False,False,False,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",{'groupDescription': 'Destacado'},,
30,30,5,103486961,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6a/46/81/1191037169.jpg,,30,3,299900.0,duplex,sale,140.0,True,3,2,Calle del Sol,Madrid,Leganés,Centro,es,Casco Antiguo,40.327995,-3.7666277,False,https://www.idealista.com/inmueble/103486961/,395,"HOGAR IDEAL INMOBILIARIA vende exclusivo ATICO-DUPLEX en pleno centro urbano de Leganés. El inmueble cuenta con unas dimensiones de 140 m2 según datos catastrales y consta de dos plantas, PLAZA DE GARAJE DOBLE Y TRASTERO. La planta baja se distribuye por hall de entrada, salón-comedor independiente con acceso a balcón, gran cocina con zona de tendedero, pasillo distribuidor con un baño completo. La primera planta a la que se accede por una cómoda escalera cuenta con pasillo distribuidor, baño completo en suite y dos dormitorios, . La vivienda fue construida a finales de los años 90, cuenta con calefacción y agua caliente independiente de gas natural, aire acondicionado en todas las estancias, suelos de parquet, puertas de roble, ventanas de aluminio, todas las habitaciones cuentan con armario empotrado. Vivienda con inmejorable ubicación con todos los servicios a un paso (Hospitales, centro de salud, farmacia, supermercados) y comunicada con autobuses, Cercanias Renfe y metrosur. Llame e informese!",False,good,False,True,2142.0,"{'typology': 'flat', 'subTypology': 'duplex'}","{'subtitle': 'Casco Antiguo, Leganés', 'title': 'Dúplex en Calle del Sol'}",True,False,True,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",{'groupDescription': 'Destacado'},,
31,31,6,103554914,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0a/fd/29/1193199829.jpg,1165-AXA-ESFERA,3,1,85000.0,flat,sale,57.0,True,2,1,Calle Rio Jarama,Madrid,Leganés,San Nicasio - Campo de Tiro - Solagua,es,San Nicasio,40.3320925,-3.7726364,False,https://www.idealista.com/inmueble/103554914/,396,VENTA DE CRÉDITO!  Vivienda que actualmente se encuentra okupada. Si desea más información no dude en contactar con nosotros. PRECIO POR DEBAJO DE TASACIÓN REAL DE MERCADO. NOTA: La adquisición del inmueble publicitado en este anuncio se realizará exclusivamente en el marco del proceso de subasta judicial en el que se encuentra. No dude en contactarnos.,False,good,False,False,1491.0,{'typology': 'flat'},"{'subtitle': 'San Nicasio, Leganés', 'title': 'Piso en Calle Rio Jarama'}",False,False,False,False,False,False,,,,
32,32,7,96830494,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2d/1a/cf/957744775.jpg,,19,3,210000.0,flat,sale,80.0,True,2,1,barrio Vírgenes,Madrid,Leganés,Centro,es,Vírgenes,40.3252567,-3.7725298,False,https://www.idealista.com/inmueble/96830494/,399,"Acacia Wellness ofrece en VENTA: Fantástico piso en una tercera planta totalmente REFORMADO y muy bien situado dentro de Leganés, junto a numerosos comercios y servicios, supermercados, colegios e institutos, paradas de autobús y a menos de 10 minutos a pie de la línea de metro Hospital Severo Ochoa. El piso dispone de 80 m2 distribuidos en: hall de entrada, cocina americana amueblada con salón-comedor, 2 dormitorios(antes eran 3, posibilidad de volver a hacer otro dormitorio) y 1 baño completo. Cuenta con suelos de tarima, ventanas de PVC blanco, pintura del interior de la vivienda de gota, puertas lacadas en blanco, calefacción de gas natural. Finca muy tranquila con ascensor. **Honorarios de la agencia NO incluidos en el precio**  SOMOS especialistas en financiación. Tenemos la hipoteca que buscas, hasta el 100%. Llámanos sin ningún tipo de compromiso y visítalo!",False,good,False,True,2625.0,{'typology': 'flat'},"{'subtitle': 'Vírgenes, Leganés', 'title': 'Piso'}",False,False,False,False,False,False,,,,
