,price,propertyType,size,exterior,rooms,bathrooms,address,province,municipality,latitude,longitude,status,newDevelopment,hasLift,parkingSpace,priceByArea,detailedType,highlight
0,335000.0,flat,136.0,True,3,2,SIGRID,Madrid,Rivas-Vaciamadrid,40.3521597,-3.5183422,good,False,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True, 'parkingSpacePrice': None}",2463.0,{'typology': 'flat'},{'groupDescription': 'Destacado'}
1,1650000.0,flat,179.0,True,2,3,Calle del Príncipe de Vergara,Madrid,Madrid,40.4335933,-3.6777883,good,False,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True, 'parkingSpacePrice': None}",9218.0,{'typology': 'flat'},{'groupDescription': 'Destacado'}
2,770000.0,flat,109.0,True,2,2,barrio Ibiza,Madrid,Madrid,40.416551,-3.6729215,good,False,True,"{'hasParkingSpace': False, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': None}",7064.0,{'typology': 'flat'},{'groupDescription': 'Destacado'}
3,175000.0,flat,49.0,True,1,1,"Calle de los Morales, 10",Madrid,Madrid,40.3619938,-3.7563605,good,False,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': 25000.0}",3571.0,{'typology': 'flat'},{'groupDescription': 'Destacado'}
4,280000.0,flat,121.0,True,4,2,Calle del Río Ulla,Madrid,Madrid,40.4329819,-3.6433707,good,False,False,"{'hasParkingSpace': False, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': None}",2314.0,{'typology': 'flat'},{'groupDescription': 'Destacado'}
5,270000.0,duplex,110.0,True,4,2,Calle Ordesa,Madrid,Rivas-Vaciamadrid,40.3740844,-3.5283116,good,False,False,"{'hasParkingSpace': False, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': None}",2455.0,"{'typology': 'flat', 'subTypology': 'duplex'}",{'groupDescription': 'Destacado'}
6,231900.0,flat,119.0,True,4,2,Camino viejo de leganes,Madrid,Madrid,40.383448,-3.7289811,good,False,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': 20000.0}",1949.0,{'typology': 'flat'},{'groupDescription': 'Destacado'}
7,190000.0,penthouse,44.0,True,1,1,Calle de la Verja,Madrid,Madrid,40.3834643,-3.7148596,good,False,True,"{'hasParkingSpace': False, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': None}",4318.0,"{'typology': 'flat', 'subTypology': 'penthouse'}",{'groupDescription': 'Destacado'}
8,385000.0,flat,77.0,True,3,2,"Calle Isla Malaita, 7",Madrid,Madrid,40.4740721,-3.7221468,good,False,True,"{'hasParkingSpace': False, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': None}",5000.0,{'typology': 'flat'},{'groupDescription': 'Destacado'}
9,390000.0,chalet,265.0,False,3,3,Reyes Católicos,Madrid,Alcalá de Henares,40.4720933,-3.3685231,good,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True, 'parkingSpacePrice': None}",1472.0,{'typology': 'chalet'},{'groupDescription': 'Destacado'}
10,135000.0,flat,51.0,False,3,1,Calle Alfaro,Madrid,Madrid,40.3916882,-3.7374887,renew,False,False,"{'hasParkingSpace': False, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': None}",2647.0,{'typology': 'flat'},{'groupDescription': 'Destacado'}
11,465000.0,flat,146.0,True,4,2,Avenida de Logroño,Madrid,Madrid,40.4694365,-3.5797495,good,False,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True, 'parkingSpacePrice': None}",3185.0,{'typology': 'flat'},{'groupDescription': 'Destacado'}
12,214000.0,penthouse,177.0,True,4,3,"Travesía Tomillo, 2",Guadalajara,Yebes,40.5953,-3.10419,good,False,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True, 'parkingSpacePrice': None}",1209.0,"{'typology': 'flat', 'subTypology': 'penthouse'}",{'groupDescription': 'Destacado'}
13,485000.0,chalet,200.0,False,4,3,Calle Eduardo Costa s/n,Madrid,Torrelodones,40.5774116,-3.9566955,good,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True, 'parkingSpacePrice': None}",2425.0,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",{'groupDescription': 'Destacado'}
14,325000.0,flat,128.0,True,2,2,Travesía de los guionistas,Madrid,Tres Cantos,40.6158095,-3.7195723,good,False,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True, 'parkingSpacePrice': None}",2539.0,{'typology': 'flat'},{'groupDescription': 'Destacado'}
15,374000.0,flat,126.0,True,4,2,barrio Peñagrande,Madrid,Madrid,40.4738488,-3.71888,renew,False,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True, 'parkingSpacePrice': None}",2968.0,{'typology': 'flat'},{'groupDescription': 'Destacado'}
16,209000.0,chalet,210.0,False,6,2,"Ortega y Gasset, 14",Madrid,Robledo de Chavela,40.5215446,-4.2483524,good,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True, 'parkingSpacePrice': None}",995.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",{'groupDescription': 'Destacado'}
17,269900.0,chalet,199.0,False,3,3,Alovera,Guadalajara,Alovera,40.5823201,-3.2536741,good,False,False,"{'hasParkingSpace': False, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': None}",1356.0,{'typology': 'chalet'},{'groupDescription': 'Destacado'}
18,164000.0,flat,120.0,True,3,2,Camarma de Esteruelas,Madrid,Camarma de Esteruelas,40.5486079,-3.3755881,good,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True, 'parkingSpacePrice': None}",1367.0,{'typology': 'flat'},{'groupDescription': 'Destacado'}
19,358000.0,flat,180.0,True,3,2,barrio Berruguete,Madrid,Madrid,40.4592088,-3.7079769,good,False,False,"{'hasParkingSpace': False, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': None}",1989.0,{'typology': 'flat'},{'groupDescription': 'Destacado'}
20,1000000.0,flat,227.0,True,8,3,"Calle del Doctor Esquerdo, 16",Madrid,Madrid,40.4257758,-3.6688785,good,False,True,"{'hasParkingSpace': False, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': None}",4405.0,{'typology': 'flat'},{'groupDescription': 'Destacado'}
21,575000.0,duplex,170.0,True,5,3,"Calle Valdivieso, 13",Madrid,Madrid,40.458451,-3.7806053,good,False,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True, 'parkingSpacePrice': None}",3382.0,"{'typology': 'flat', 'subTypology': 'duplex'}",{'groupDescription': 'Destacado'}
22,238900.0,duplex,84.0,True,2,2,"Avenida Camino del Monte, 2",Madrid,San Sebastián de los Reyes,40.5504771,-3.6180997,newdevelopment,True,True,"{'hasParkingSpace': False, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': None}",2844.0,"{'typology': 'flat', 'subTypology': 'duplex'}",{'groupDescription': 'Destacado'}
23,99500.0,penthouse,61.0,True,2,1,Numancia de la Sagra,Toledo,Numancia de la Sagra,40.0739218,-3.8559597,good,False,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True, 'parkingSpacePrice': None}",1631.0,"{'typology': 'flat', 'subTypology': 'penthouse'}",{'groupDescription': 'Destacado'}
24,250000.0,flat,48.0,True,1,1,"Calatrava, 1",Madrid,Madrid,40.4091109,-3.7103237,good,False,False,"{'hasParkingSpace': False, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': None}",5208.0,{'typology': 'flat'},{'groupDescription': 'Destacado'}
25,630000.0,flat,165.0,True,4,3,"Calle San Martín de Porres, 14",Madrid,Madrid,40.4704542,-3.7282354,good,False,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True, 'parkingSpacePrice': None}",3818.0,{'typology': 'flat'},{'groupDescription': 'Destacado'}
26,330000.0,flat,105.0,True,3,1,Calle San Delfín,Madrid,Madrid,40.3961614,-3.7092732,good,False,True,"{'hasParkingSpace': False, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': None}",3143.0,{'typology': 'flat'},{'groupDescription': 'Destacado'}
27,138000.0,flat,51.0,True,2,1,Calle Villalon,Madrid,Fuenlabrada,40.2968599,-3.804346,good,False,False,"{'hasParkingSpace': False, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': None}",2706.0,{'typology': 'flat'},{'groupDescription': 'Destacado'}
28,179300.0,duplex,63.0,True,1,1,"Avenida Camino del Monte, 2",Madrid,San Sebastián de los Reyes,40.5504771,-3.6180997,newdevelopment,True,True,"{'hasParkingSpace': False, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': None}",2846.0,"{'typology': 'flat', 'subTypology': 'duplex'}",{'groupDescription': 'Destacado'}
29,180200.0,duplex,63.0,True,1,1,"Avenida Camino del Monte, 2",Madrid,San Sebastián de los Reyes,40.5504771,-3.6180997,newdevelopment,True,True,"{'hasParkingSpace': False, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': None}",2860.0,"{'typology': 'flat', 'subTypology': 'duplex'}",{'groupDescription': 'Destacado'}
30,1406500.0,chalet,828.0,False,6,7,"Calle del Zenit, 4",Madrid,Madrid,40.4634306,-3.7878643,renew,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True, 'parkingSpacePrice': None}",1699.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",{'groupDescription': 'Destacado'}
31,359000.0,flat,99.0,True,3,2,Calle de La Rioja,Madrid,Madrid,40.459115,-3.5885561,good,False,True,"{'hasParkingSpace': False, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': None}",3626.0,{'typology': 'flat'},{'groupDescription': 'Destacado'}
32,330000.0,flat,105.0,True,3,1,Calle San Delfín,Madrid,Madrid,40.3960702,-3.7095185,good,False,True,"{'hasParkingSpace': False, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': None}",3143.0,{'typology': 'flat'},{'groupDescription': 'Destacado'}
33,330000.0,flat,105.0,True,3,1,Calle San Delfín,Madrid,Madrid,40.3956698,-3.7100294,good,False,True,"{'hasParkingSpace': False, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': None}",3143.0,{'typology': 'flat'},{'groupDescription': 'Destacado'}
34,125000.0,flat,60.0,True,2,1,Avenida del Monte Igueldo,Madrid,Madrid,40.3933231,-3.6689117,good,False,False,"{'hasParkingSpace': False, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': None}",2083.0,{'typology': 'flat'},{'groupDescription': 'Destacado'}
35,189900.0,flat,57.0,True,2,1,barrio Aluche,Madrid,Madrid,40.3939254,-3.7691846,good,False,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True, 'parkingSpacePrice': None}",3332.0,{'typology': 'flat'},{'groupDescription': 'Destacado'}
36,648600.0,flat,95.0,False,2,2,Paseo de San Francisco de Sales,Madrid,Madrid,40.4396144,-3.7139248,good,False,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True, 'parkingSpacePrice': None}",6827.0,{'typology': 'flat'},{'groupDescription': 'Destacado'}
37,189000.0,flat,105.0,True,3,1,El Naranjo,Madrid,Fuenlabrada,40.2983724,-3.8075857,good,False,True,"{'hasParkingSpace': False, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': None}",1800.0,{'typology': 'flat'},{'groupDescription': 'Destacado'}
38,184000.0,flat,37.0,False,2,1,Calle de Lavapiés,Madrid,Madrid,40.4088466,-3.7042594,good,False,True,"{'hasParkingSpace': False, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': None}",4973.0,{'typology': 'flat'},{'groupDescription': 'Destacado'}
39,650000.0,chalet,344.0,False,5,5,Hoyo de Manzanares,Madrid,Hoyo de Manzanares,40.6198915,-3.9111736,good,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True, 'parkingSpacePrice': None}",1890.0,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",{'groupDescription': 'Destacado'}
40,280000.0,flat,66.0,True,2,1,Salitre,Madrid,Madrid,40.4088944,-3.7009491,good,False,False,"{'hasParkingSpace': False, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': None}",4242.0,{'typology': 'flat'},{'groupDescription': 'Destacado'}
41,374000.0,flat,126.0,True,4,2,Calle de La Serna del Monte,Madrid,Madrid,40.4738985,-3.72178,renew,False,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True, 'parkingSpacePrice': None}",2968.0,{'typology': 'flat'},{'groupDescription': 'Destacado'}
42,289999.0,chalet,254.0,False,4,4,Calle Zamora,Toledo,Ugena,40.15396,-3.869805,good,False,False,"{'hasParkingSpace': False, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': None}",1142.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",{'groupDescription': 'Destacado'}
43,1067000.0,penthouse,100.0,True,2,2,Calle del Alcalde Sainz de Baranda,Madrid,Madrid,40.4155411,-3.6762844,good,False,True,"{'hasParkingSpace': False, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': None}",10670.0,"{'typology': 'flat', 'subTypology': 'penthouse'}",{'groupDescription': 'Destacado'}
44,409000.0,chalet,193.0,False,3,3,"Calle Denébola, 6",Madrid,Móstoles,40.311525,-3.8515111,good,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True, 'parkingSpacePrice': None}",2119.0,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",{'groupDescription': 'Destacado'}
45,399000.0,duplex,97.0,True,2,2,Calle de las Gardenias,Madrid,Fuenlabrada,40.2936597,-3.8270155,good,False,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True, 'parkingSpacePrice': None}",4113.0,"{'typology': 'flat', 'subTypology': 'duplex'}",{'groupDescription': 'Destacado'}
46,187900.0,chalet,223.0,False,4,3,Avenida magan,Toledo,Olias del Rey,39.9410681,-3.9826661,good,False,False,"{'hasParkingSpace': False, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': None}",843.0,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",{'groupDescription': 'Destacado'}
47,174000.0,flat,42.0,False,1,1,Calle de Ciudad Real,Madrid,Madrid,40.4019443,-3.694536,renew,False,False,"{'hasParkingSpace': False, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': None}",4143.0,{'typology': 'flat'},{'groupDescription': 'Destacado'}
48,530000.0,flat,110.0,True,3,2,Calle de Ruiz Perelló,Madrid,Madrid,40.4284036,-3.6674049,good,False,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True, 'parkingSpacePrice': None}",4818.0,{'typology': 'flat'},{'groupDescription': 'Destacado'}
49,258000.0,flat,74.0,True,3,1,Avenida de Betanzos,Madrid,Madrid,40.4708631,-3.7118103,good,False,True,"{'hasParkingSpace': False, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': None}",3486.0,{'typology': 'flat'},{'groupDescription': 'Destacado'}
50,19000.0,chalet,121.0,False,3,1,vallejo,Guadalajara,Horche,40.5642523,-3.0651656,renew,False,False,"{'hasParkingSpace': False, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': None}",157.0,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",{'groupDescription': 'Destacado'}
51,469000.0,flat,148.0,True,3,2,Calle del Caribe,Madrid,Madrid,40.4429196,-3.6563413,good,False,True,"{'hasParkingSpace': False, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': None}",3169.0,{'typology': 'flat'},False
52,138000.0,flat,90.0,False,3,2,"Calle de Castillejos, 9",Madrid,Madrid,40.4560448,-3.7065657,good,False,False,"{'hasParkingSpace': False, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': None}",1533.0,{'typology': 'flat'},False
53,50800.0,chalet,177.0,False,3,2,Calle Segovia s/n,Toledo,Chozas de Canales,40.0926282,-4.0464746,good,False,False,"{'hasParkingSpace': False, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': None}",287.0,{'typology': 'chalet'},False
54,91000.0,flat,102.0,True,1,1,Centro - Casco Histórico,Madrid,San Lorenzo de El Escorial,40.5944721,-4.1479799,good,False,False,"{'hasParkingSpace': False, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': None}",892.0,{'typology': 'flat'},False
55,1225000.0,chalet,1250.0,False,9,8,"Calle asturias, 21",Madrid,Villaviciosa de Odón,40.357399,-3.8754036,good,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True, 'parkingSpacePrice': None}",980.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",False
56,73700.0,duplex,82.0,False,2,1,Centro,Madrid,Arganda,40.3029476,-3.4459013,good,False,False,"{'hasParkingSpace': False, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': None}",899.0,"{'typology': 'flat', 'subTypology': 'duplex'}",False
57,79000.0,duplex,120.0,True,2,2,Paseo de Aranjuez,Toledo,Yepes,39.9033362,-3.6163129,good,False,True,"{'hasParkingSpace': False, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': None}",658.0,"{'typology': 'flat', 'subTypology': 'duplex'}",False
58,349000.0,flat,57.0,False,2,1,Calle José Antonio s/n,Toledo,Ciruelos,39.9374071,-3.6157255,good,False,False,"{'hasParkingSpace': False, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': None}",6123.0,{'typology': 'flat'},False
59,66700.0,flat,70.0,False,2,1,Calle José del Pino Jiménez s/n,Madrid,Madrid,40.3454308,-3.7143206,good,False,False,"{'hasParkingSpace': False, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': None}",953.0,{'typology': 'flat'},False
60,57200.0,chalet,193.0,False,6,2,Noblejas,Toledo,Noblejas,39.9769931,-3.4396305,good,False,False,"{'hasParkingSpace': False, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': None}",296.0,{'typology': 'chalet'},False
61,50000.0,flat,80.0,True,2,1,Calle José Peña,Toledo,Ocaña,39.9524606,-3.4958492,good,False,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True, 'parkingSpacePrice': None}",625.0,{'typology': 'flat'},False
62,32000.0,flat,72.0,False,3,1,Calle Francisco de Medina y Mendoza s/n,Guadalajara,Cabanillas del Campo,40.6283925,-3.2213835,good,False,False,"{'hasParkingSpace': False, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': None}",444.0,{'typology': 'flat'},False
63,24500.0,chalet,160.0,False,3,1,"Cuesta Derrumbaderos, 16",Toledo,Noblejas,39.9801232,-3.4428856,good,False,False,"{'hasParkingSpace': False, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': None}",153.0,{'typology': 'chalet'},False
64,35000.0,flat,56.0,True,1,1,Jose María Peña,Toledo,Ocaña,39.9559511,-3.4983367,good,False,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': 2000.0}",625.0,{'typology': 'flat'},False
65,92000.0,flat,61.0,True,3,1,LEGANES,Madrid,Humanes de Madrid,40.2571475,-3.8260982,renew,False,False,"{'hasParkingSpace': False, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': None}",1508.0,{'typology': 'flat'},False
66,28600.0,flat,50.0,False,2,1,Yeles,Toledo,Yeles,40.12057,-3.80346,good,False,False,"{'hasParkingSpace': False, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': None}",572.0,{'typology': 'flat'},False
67,92000.0,flat,61.0,False,3,1,Humanes de Madrid,Madrid,Humanes de Madrid,40.2578234,-3.8263388,good,False,False,"{'hasParkingSpace': False, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': None}",1508.0,{'typology': 'flat'},False
68,1100000.0,flat,130.0,True,3,2,barrio Nuevos Ministerios-Ríos Rosas,Madrid,Madrid,40.4401053,-3.6993799,good,False,True,"{'hasParkingSpace': False, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': None}",8462.0,{'typology': 'flat'},False
69,1100000.0,chalet,829.0,False,4,3,Carretera de Galapagar a Navata,Madrid,Galapagar,40.5928779,-3.9876024,renew,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True, 'parkingSpacePrice': None}",1327.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",False
70,121500.0,flat,121.0,True,4,1,Noreste,Madrid,Torrejón de Ardoz,40.4672608,-3.4578722,good,False,True,"{'hasParkingSpace': False, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': None}",1004.0,{'typology': 'flat'},False
71,2000000.0,penthouse,142.0,True,3,1,Puerta del Sol s/n,Madrid,Madrid,40.4169473,-3.7035285,renew,False,True,"{'hasParkingSpace': False, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': None}",14085.0,"{'typology': 'flat', 'subTypology': 'penthouse'}",{'groupDescription': 'Top'}
72,125000.0,flat,46.0,True,1,1,barrio Palomeras sureste,Madrid,Madrid,40.3816131,-3.6507221,good,False,False,"{'hasParkingSpace': False, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': None}",2717.0,{'typology': 'flat'},{'groupDescription': 'Destacado'}
73,265000.0,chalet,600.0,False,7,4,"Calle REAL, 52",Madrid,Cabanillas de la Sierra,40.8217037,-3.6265608,renew,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True, 'parkingSpacePrice': None}",442.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",False
74,70000.0,flat,25.0,False,1,1,"Calle de la Sierra de Meira, 14",Madrid,Madrid,40.3997732,-3.6659235,good,False,False,"{'hasParkingSpace': False, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': None}",2800.0,{'typology': 'flat'},False
75,299000.0,flat,90.0,True,3,2,esperanza,Madrid,Las Rozas de Madrid,40.4933878,-3.875271,good,False,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True, 'parkingSpacePrice': None}",3322.0,{'typology': 'flat'},False
76,490000.0,duplex,152.0,True,4,3,Avenida de Talavera de la Reina,Madrid,San Sebastián de los Reyes,40.557254,-3.6391344,good,False,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True, 'parkingSpacePrice': None}",3224.0,"{'typology': 'flat', 'subTypology': 'duplex'}",False
77,1500000.0,flat,160.0,True,5,4,Avenida de Alberto Alcocer,Madrid,Madrid,40.460699,-3.6800704,renew,False,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True, 'parkingSpacePrice': None}",9375.0,{'typology': 'flat'},False
78,299000.0,duplex,161.0,True,3,2,Zona el Caño,Madrid,Arroyomolinos,40.2787398,-3.9177073,good,False,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True, 'parkingSpacePrice': None}",1857.0,"{'typology': 'flat', 'subTypology': 'duplex'}",False
79,99900.0,countryHouse,63.0,False,2,1,Carretera de Cadalso de los Vidrios,Madrid,Navalcarnero,40.3068513,-4.0682019,good,False,False,"{'hasParkingSpace': False, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': None}",1586.0,"{'typology': 'countryHouse', 'subTypology': 'countryHouse'}",False
80,2489000.0,flat,207.0,True,3,3,barrio Recoletos,Madrid,Madrid,40.4283819,-3.684125,good,False,True,"{'hasParkingSpace': False, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': None}",12024.0,{'typology': 'flat'},False
81,2600000.0,chalet,1386.0,False,9,13,Abantos - Carmelitas,Madrid,San Lorenzo de El Escorial,40.5830645,-4.1646341,good,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True, 'parkingSpacePrice': None}",1876.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",False
82,225000.0,duplex,210.0,True,3,2,amargura,Madrid,Cercedilla,40.7440186,-4.0556588,good,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': 90000.0}",1071.0,"{'typology': 'flat', 'subTypology': 'duplex'}",False
83,695000.0,chalet,437.0,False,1,1,Carretera Madrid-Toledo,Toledo,Olias del Rey,39.9579481,-3.980944,good,False,False,"{'hasParkingSpace': False, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': None}",1590.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",False
84,503000.0,flat,305.0,True,4,4,"LORENZO BOSQUET, 54",Madrid,Coslada,40.427675,-3.5381238,good,False,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': 7500.0}",1649.0,{'typology': 'flat'},False
85,75000.0,chalet,133.0,False,2,1,Cedillo del Condado,Toledo,Cedillo del Condado,40.1156902,-3.9236132,good,False,False,"{'hasParkingSpace': False, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': None}",564.0,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",False
86,54000.0,flat,114.0,False,3,2,Casarrubios del Monte,Toledo,Casarrubios del Monte,40.1845488,-4.0420576,good,False,False,"{'hasParkingSpace': False, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': None}",474.0,{'typology': 'flat'},False
87,55000.0,flat,114.0,True,5,2,Casarrubios del Monte,Toledo,Casarrubios del Monte,40.1890582,-4.0372009,good,False,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True, 'parkingSpacePrice': None}",482.0,{'typology': 'flat'},False
88,139400.0,flat,108.0,False,2,2,Calle de la Cruz Antigua,Madrid,Ciempozuelos,40.1554296,-3.6184416,good,False,False,"{'hasParkingSpace': False, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': None}",1291.0,{'typology': 'flat'},False
89,30000.0,countryHouse,54.0,False,2,1,Empedrada,Guadalajara,Driebes,40.2471928,-3.0442835,renew,False,False,"{'hasParkingSpace': False, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': None}",556.0,"{'typology': 'countryHouse', 'subTypology': 'casaDePueblo'}",False
90,195000.0,chalet,260.0,False,4,2,Carranque,Toledo,Carranque,40.202845,-3.9358633,good,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True, 'parkingSpacePrice': None}",750.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",False
91,148500.0,chalet,237.0,False,5,3,Calle la Encomienda,Toledo,El Viso de San Juan,40.141346,-3.9193389,renew,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True, 'parkingSpacePrice': None}",627.0,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",False
92,146000.0,flat,70.0,False,2,1,Calle Mazo,Madrid,Madrid,40.4299914,-3.6364598,good,False,False,"{'hasParkingSpace': False, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': None}",2086.0,{'typology': 'flat'},False
93,59000.0,chalet,210.0,False,2,1,"Calle Toledo, 49",Toledo,Fuensalida,40.0527341,-4.2080371,renew,False,False,"{'hasParkingSpace': False, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': None}",281.0,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",{'groupDescription': 'Destacado'}
94,120000.0,chalet,234.0,False,4,2,Plaza del pilar,Toledo,Numancia de la Sagra,40.0736226,-3.8562983,renew,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True, 'parkingSpacePrice': None}",513.0,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",False
